id:ID,value
2879,"\U0001F1F2\U0001F1F9"
2880,"Malta"
2881,"MT"
2882,"MT0"
2883,"MT00"
2884,"countries/mm"
2885,"294923667"
2886,"http://commons.wikimedia.org/wiki/Special:FilePath/En-us-Malta.ogg"
2887,"http://commons.wikimedia.org/wiki/Special:FilePath/Lb-Malta.ogg"
2888,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q7913%20%28ron%29-KlaudiuMihaila-Malta.wav"
2889,"Malta"
2890,"1350"
2891,"0039609"
2892,"85633331"
2893,"malta"
2894,"malta"
2895,"8353"
2896,"003362"
2897,"535"
2898,"1Lg1I6"
2899,"19723"
2900,"malta"
2901,"Malte"
2902,"Malta"
2903,"Malta"
2904,"Malta"
2905,"Malta_(nazione)"
2906,"1774"
2907,"lccn-n79145770"
2908,"462311"
2909,"2217"
2910,"f6524341-4240-4e60-adbc-834adac960e8"
2911,"0000 0001 2097 5364"
2912,"Malta"
2913,"Truly Mediterranean"
2914,"Malta-TheCountry"
2915,"T053573"
2916,"6448"
2917,"i83817"
2918,"jgvxwqd22lv1ccz"
2919,"11506"
2920,"ncf10182257"
2921,"12596"
2922,"01c2452a-2c93-4144-bb77-1a6eadd336fa"
2923,"malta"
2924,"malta"
2925,"08988759-n"
2926,"8240"
2927,"T84-3484"
2928,"19967302"
2929,"2281890"
2930,"Talisker distillery"
2931,"http://commons.wikimedia.org/wiki/Special:FilePath/Skye%20talisker.png"
2932,"Point(-6.3561111111111 57.302777777778)"
2933,"http://www.malts.com/"
2934,"/m/01xfc0"
2935,"2636306"
2936,"1830-01-01T00:00:00Z"
2937,"26285"
2938,"1126032433"
2939,"http://www.tours.fr/"
2940,"2--44545"
2941,"37261"
2942,"Tours (France)"
2943,"http://commons.wikimedia.org/wiki/Special:FilePath/Loire%20Indre%20Tours1%20tango7174.jpg"
2944,"http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20tours%2037.svg"
2945,"Point(0.68833333333333 47.392777777778)"
2946,"http://commons.wikimedia.org/wiki/Special:FilePath/Tours%20banner%20Panoramic%20landscape%20painting%20detail.jpg"
2947,"dea069af-67b5-422c-a19a-a6915b9fe592"
2948,"/m/07s3m"
2949,"4060530-9"
2950,"2972191"
2951,"37000"
2952,"37100"
2953,"37200"
2954,"124287031"
2955,"147443663"
2956,"+34.36"
2957,"Tours"
2958,"110275275667658"
2959,"http://commons.wikimedia.org/wiki/Special:FilePath/Tours%20OSM%2001.png"
2960,"http://commons.wikimedia.org/wiki/Special:FilePath/Loiretal.png"
2961,"+136463"
2962,"+76"
2963,"247"
2964,"tours"
2965,"Tours-France"
2966,"213702616"
2967,"10045062"
2968,"tours"
2969,"villedetours"
2970,"tours"
2971,"4221346"
2972,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q150%20%28fra%29-GrandCelinien-Tours.wav"
2973,"152578097"
2974,"610"
2975,"88de5817-5ac8-4b6b-a933-1229216d2460"
2976,"7405629d-ebe1-4bf9-a75d-a6bc90e241eb"
2977,"UCc48Y4xodZiHFH0oLBBCNcg"
2978,"029526086"
2979,"Tours"
2980,"pcrtaLyAYkKV64"
2981,"56d5a6d4c751df360dabb90c"
2982,"0067118"
2983,"101750899"
2984,"901357"
2985,"tours"
2986,"Tours"
2987,"alvin-place:318"
2988,"ville/wd/147225"
2989,"centre-val-de-loire/indre-et-loire/mairie-37261-01"
2990,"lccn-n80117452"
2991,"viaf-147443663"
2992,"ge131103"
2993,"TravelTour"
2994,"37911"
2995,"T085871"
2996,"2513"
2997,"52731863498eca580f03288d"
2998,"i83677"
2999,"14465"
3000,"http://commons.wikimedia.org/wiki/Special:FilePath/Tours%20logo%202015.svg"
3001,"+62762"
3002,"+73025"
3003,"+16676"
3004,"76306"
3005,"08958124-n"
3006,"Q21795"
3007,"T84-1407"
3008,"Tours"
3009,"79750"
3010,"Diego Vel\u00E1zquez"
3011,"76324831"
3012,"0000 0001 2140 0618"
3013,"n79063457"
3014,"118626426"
3015,"11935168k"
3016,"027274020"
3017,"1660-08-06T00:00:00Z"
3018,"http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20Autorretrato%2045%20x%2038%20cm%20-%20Colecci%C3%B3n%20Real%20Academia%20de%20Bellas%20Artes%20de%20San%20Carlos%20-%20Museo%20de%20Bellas%20Artes%20de%20Valencia.jpg"
3019,"00459630"
3020,"/m/0k92y"
3021,"a10174400"
3022,"0069851"
3023,"Diego Vel\u00E1zquez"
3024,"070150494"
3025,"ADV10179669"
3026,"ADV12250002"
3027,"ADV12249999"
3028,"ADV12249998"
3029,"000137298"
3030,"000067264"
3031,"35965890"
3032,"A1183478X"
3033,"000012894"
3034,"248800"
3035,"207872"
3036,"6923"
3037,"VEL\u00C1ZQUEZ, Diego Rodriguez de Silva y"
3038,"jn20000701886"
3039,"XX865983"
3040,"diego-velazquez"
3041,"1950"
3042,"OL78088A"
3043,"3314"
3044,"mp63433"
3045,"Diego Vel\u00E1zquez"
3046,"cnp00396778"
3047,"582"
3048,"37140"
3049,"49517"
3050,"15877"
3051,"7e8390f5-0602-4d58-afbe-8dae9baf06ed"
3052,"11655"
3053,"biography/Diego-Velazquez"
3054,"6000000011549185076"
3055,"1904371"
3056,"person/diego-velazquez"
3057,"913/000071700"
3058,"133830"
3059,"w6qv4745"
3060,"Diego-Vel\u00E1zquez"
3061,"1897"
3062,"velazquez-diego-15991660"
3063,"98268"
3064,"228996"
3065,"000027506"
3066,"Diego Rodr\u00EDguez de Silva y Vel\u00E1zquez"
3067,"pessoa532479/diego-velazquez"
3068,"kunst-van-renaissance-tot-1850/velazquez"
3069,"56328"
3070,"8457"
3071,"velazquez-diego"
3072,"1599-06-06T00:00:00Z"
3073,"6986303"
3074,"8448099"
3075,"diego-velazquez"
3076,"11278"
3077,"velazquez-diego-1599-1660"
3078,"5114/diego-rodriguez-de-silva-y-velazquez"
3079,"hpczxs5h3e"
3080,"15673"
3081,"velazquez-diego"
3082,"109978"
3083,"7672"
3084,"434337e9-77e4-4597-a962-ef47304d930d"
3085,"12684"
3086,"18305"
3087,"2239113"
3088,"163925"
3089,"1599-06-06T00:00:00Z"
3090,"velazquez_diego"
3091,"velazquez_diego"
3092,"21380"
3093,"1166134"
3094,"jgvxzq125htnbx4"
3095,"15323a"
3096,"personnage/wd/148478"
3097,"500016881"
3098,"n97019652"
3099,"425643"
3100,"DiVelas1660"
3101,"426"
3102,"41188"
3103,"I00041823"
3104,"diego-velazquez"
3105,"2980"
3106,"24101"
3107,"4005-128843"
3108,"Diego_Vel\u00E1zquez"
3109,"diego-velazquez"
3110,"7758340"
3111,"diego-rodriguez-de-silva-y-velazquez"
3112,"diego-rodriguez-de-silva-y-velazquez"
3113,"http://commons.wikimedia.org/wiki/Special:FilePath/Ru-Velaskes%20Diego-%20intro.ogg"
3114,"KAC199628719"
3115,"1322"
3116,"7331"
3117,"agent/base/57280"
3118,"lccn-n79063457"
3119,"132"
3120,"diego-rodr\u00EDguez-de-silva-y-vel\u00E1squez"
3121,"a1239760"
3122,"95a5yja38danygu695b5yc1g64t30dg"
3123,"000278570"
3124,"0000088846"
3125,"02-A000171342"
3126,"02-A027146737"
3127,"000279348"
3128,"a11450605"
3129,"90338945"
3130,"15019209"
3131,"DA00368289"
3132,"59398"
3133,"9810538277205606"
3134,"000046905"
3135,"118626426"
3136,"T513-31286"
3137,"3180"
3138,"41262"
3139,"LNB:V*90305;=BD"
3140,"b186141"
3141,"pe41022136"
3142,"T088463"
3143,"495/17027"
3144,"16045"
3145,"i97276"
3146,"2572"
3147,"rodriguezdi"
3148,"p=diego;n=rodriguez+de+silva;oc=1"
3149,"3358"
3150,"179999"
3151,"alvin-person:61604"
3152,"ncf12083840"
3153,"987007269303505171"
3154,"vtls011499577"
3155,"236473711"
3156,"H0002802"
3157,"diego-velazquezs-birthday"
3158,"Diego_Vel\u00E1zquez"
3159,"Diego_Vel\u00E1zquez"
3160,"Diego_V\u00E9lasquez"
3161,"10529895"
3162,"diego-rodrguez-de-silva-y-velzquez"
3163,"Vel\u00E1zquez,+Diego+Rodr\u00EDguez+de+Silva+y-"
3164,"https://www.uffizi.it/en/video/velazquez-at-the-uffizi"
3165,"3f9fba15-7b90-491a-8ca2-7749c44d021c"
3166,"479949ff7553b6107ac23b13e79dc734"
3167,"19187e49f9a70905f32fd4bbd464945d"
3168,"6d75d350dac3151fdb01f205bc2cfcdc"
3169,"be9667c8f2198f646310bc382ee16f7d"
3170,"117167"
3171,"13745"
3172,"http://commons.wikimedia.org/wiki/Special:FilePath/Gedenks%C3%A4ule%20Grab%20Velazquez.jpg"
3173,"42759"
3174,"45031"
3175,"rodriguez-de-silva-velazquez-diego-1599-1660"
3176,"145331"
3177,"100613"
3178,"94328"
3179,"Rodr\u00EDguez_Silva_Vel\u00E1zquez-1"
3180,"\u30C7\u30A3\u30A8\u30B4\u30FB\u30D9\u30E9\u30B9\u30B1\u30B9"
3181,"456DE038-E3BB-45A2-99C1-364419F628CF"
3182,"693767"
3183,"4686220"
3184,"+18054726"
3185,"1000049"
3186,"Point(-68.72005 -56.53826)"
3187,"00573068"
3188,"destination/chile"
3189,"3895114"
3190,"4009929-5"
3191,"\U0001F1E8\U0001F1F1"
3192,"concept770"
3193,"RCH"
3194,"Point(-75.69271624 -49.01248498)"
3195,"35027985"
3196,"CHL"
3197,"Chile"
3198,"02-A000035384"
3199,"Regional/South_America/Chile/"
3200,"chili"
3201,"D002677"
3202,"2.16.152"
3203,"82d5f4d6-aed4-3ff5-81d1-5363ac6e97a7"
3204,"http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Chile%20%28c%29.svg"
3205,"+167350"
3206,"99417"
3207,"1810-09-18T00:00:00Z"
3208,"Chile"
3209,"0"
3210,"chile"
3211,"philippines"
3212,"11931184v"
3213,"15238523s"
3214,"17919-0"
3215,"233665742"
3216,"chile"
3217,"Chilean"
3218,"chilei"
3219,"chilener"
3220,"chileno"
3221,"Chiliano"
3222,"\u0109iliano"
3223,"Cil\u00E4nan"
3224,"\u062A\u0634\u064A\u0644\u064A"
3225,"\u062A\u0634\u064A\u0644\u064A\u0629"
3226,"\u062A\u0634\u064A\u0644\u064A\u0648\u0646"
3227,"\u0447\u0438\u043B\u0438\u0435\u0446"
3228,"\u0447\u0438\u043B\u0438\u0439\u043A\u0430"
3229,"\u0447\u0438\u043B\u0438\u0439\u0446\u044B"
3230,"\u0447\u0438\u043B\u0456\u0454\u0446\u044C"
3231,"\u0447\u0438\u043B\u0456\u0439\u043A\u0430"
3232,"\u0447\u0438\u043B\u0456\u0439\u0446\u0456"
3233,"\u05E6'\u05D9\u05DC\u05D9\u05D0\u05E0\u05D9"
3234,"chilieni"
3235,"chilian"
3236,"chilian\u0103"
3237,"\u099A\u09BF\u09B2\u09C0\u09AF\u09BC"
3238,"cileno"
3239,"cilena"
3240,"cileni"
3241,"cilene"
3242,"txilan"
3243,"chileno"
3244,"chilena"
3245,"chilenu"
3246,"chilena"
3247,"Chilienne"
3248,"Chilien"
3249,"http://commons.wikimedia.org/data/main/Data:Chile.map"
3250,"XX451164"
3251,"+18"
3252,"CL"
3253,"000975586"
3254,"+0.832"
3255,"ge128927"
3256,"03660a"
3257,"90626832"
3258,"730"
3259,"+1.761"
3260,"725"
3261,"10035713"
3262,"294904255"
3263,"167454"
3264,"http://commons.wikimedia.org/wiki/Special:FilePath/CHL%20orthographic.svg"
3265,"Por la raz\u00F3n o la fuerza"
3266,"By Right or Might"
3267,"All are welcome"
3268,"+18"
3269,"2--83"
3270,"Point(-66.41690522 -55.22008886)"
3271,"0053D1045"
3272,"+756102"
3273,"CHI"
3274,"1205362"
3275,"+6"
3276,"271"
3277,"3993"
3278,"place/Chile"
3279,"http://commons.wikimedia.org/wiki/Special:FilePath/Lascar%20summit%20banner.jpg"
3280,"+220"
3281,"119010"
3282,"OL17049A"
3283,"108111"
3284,"+79.522"
3285,"0238289"
3286,"Chile"
3287,"\U0001F1E8\U0001F1F1"
3288,"4a7d459a-7b3c-4169-8607-8226b224c113"
3289,"pays/chili"
3290,"Point(-69.4683 -17.49848)"
3291,"00018369n"
3292,"\u02C8t\u0282i\u02D0l\u0259"
3293,"152"
3294,"3035-3002"
3295,"CHL"
3296,"+56"
3297,"/m/01p1v"
3298,"ucl"
3299,"n79061242"
3300,"CL"
3301,"Point(-71 -33)"
3302,"CI"
3303,"chile"
3304,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Chile.svg"
3305,"chile"
3306,"1271"
3307,"Chile"
3308,"countries/cl"
3309,"Chile"
3310,"R\u00E9publique du Chili"
3311,"4020-55928"
3312,"+10.6"
3313,"+10.9"
3314,"+12.2"
3315,"+10.6"
3316,"+10.9"
3317,"cile"
3318,"chile"
3319,"Rep\u00FAblica de Chile"
3320,"Chile"
3321,"85633057"
3322,"chile"
3323,"https://www.thisischile.cl/?lang=en"
3324,"7994"
3325,"003394"
3326,"780"
3327,"cile"
3328,"chile"
3329,"chile_res-49e5b46c-8b74-11dc-8e9d-0016357eee51"
3330,"chile_res-740b72ab-87e5-11dc-8e9d-0016357eee51"
3331,"chile_res-8e01f439-87e7-11dc-8e9d-0016357eee51"
3332,"chile_res-51c6e09b-87e9-11dc-8e9d-0016357eee51"
3333,"chile_res-5abaf137-87ea-11dc-8e9d-0016357eee51"
3334,"chile_res-383473ac-9b95-11e2-9d1b-00271042e8d9"
3335,"cile_res-16da41d9-9bbe-11e2-9d1b-00271042e8d9"
3336,"NImcn9"
3337,"6855"
3338,"+19"
3339,"Chili"
3340,"Chile"
3341,"Chile"
3342,"Cile"
3343,"http://commons.wikimedia.org/wiki/Special:FilePath/Lb-Chile.ogg"
3344,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q7913%20%28ron%29-KlaudiuMihaila-Chile.wav"
3345,"5965"
3346,"lccn-n79061242"
3347,"2165"
3348,"b67450e8-ed1d-434b-b01b-8aa7e159381e"
3349,"24927"
3350,"0000 0001 2169 5380"
3351,"Cile"
3352,"Chile"
3353,"+8.85"
3354,"+8.99"
3355,"+8.87"
3356,"+8.82"
3357,"+8.77"
3358,"+8.86"
3359,"+7.51"
3360,"+7.55"
3361,"+7.38"
3362,"+7.22"
3363,"+7.26"
3364,"+7.33"
3365,"T016470"
3366,"Chile"
3367,"3025"
3368,"E85"
3369,"i82726"
3370,"14687"
3371,"9140"
3372,"H0007374"
3373,"p/143cb3d9-7e46-4595-a2d5-f3ef2230da6d"
3374,"81f1edbf-513f-4adb-8111-19e0c9fd1700"
3375,"chile"
3376,"chile"
3377,"\uCE60\uB808"
3378,"08738314-n"
3379,"6d152129-2582-495a-aa30-5522f23817c9"
3380,"4679"
3381,"7182"
3382,"chile"
3383,"Q173068"
3384,"T84-258"
3385,"8883"
3386,"19681073"
3387,"2290558"
3388,"29205"
3389,"Dictatorship"
3390,"00561659"
3391,"/m/02hbt"
3392,"4149920-7"
3393,"8476"
3394,"JC495"
3395,"0099061"
3396,"topic/dictatorship"
3397,"sujet/dictature"
3398,"dictatorship"
3399,"300055522"
3400,"concept7593"
3401,"Dictatorships"
3402,"dictature"
3403,"pcrtbe9a8ZV9h4"
3404,"diktatur"
3405,"294907831"
3406,"mediatopic/20000655"
3407,"diktatur"
3408,"Diktator"
3409,"dittatura"
3410,"http://commons.wikimedia.org/wiki/Special:FilePath/Hitler%20N%C3%BCrnberg%201935.jpg"
3411,"scot/15797"
3412,"48327123"
3413,"Dictature"
3414,"Dittatura"
3415,"436"
3416,"8527"
3417,"81938"
3418,"9810603927105606"
3419,"W64"
3420,"24278"
3421,"353010"
3422,"90896"
3423,"sh92001903"
3424,"English Wikipedia"
3425,"https://en.wikipedia.org/"
3426,"2001-01-15T00:00:00Z"
3427,"http://commons.wikimedia.org/wiki/Special:FilePath/Wikipedia-logo-v2-en.svg"
3428,"http://commons.wikimedia.org/wiki/Special:FilePath/English%20Wikipedia%20screenshot.png"
3429,"/m/01wfbm"
3430,"https://en.wikipedia.org/w/api.php?action=featuredfeed&feed=potd&feedformat=atom"
3431,"https://en.wikipedia.org/w/api.php?action=featuredfeed&feed=onthisday&feedformat=atom"
3432,"enwiki"
3433,"+31331313"
3434,"irc://irc.freenode.net/#wikipedia-en"
3435,"en"
3436,"English-Wikipedia"
3437,"English Wikipedia"
3438,"https://en.wikipedia.org/w/index.php?search=$1"
3439,"wikipedia.en"
3440,"en.wikipedia.org"
3441,"en.m.wikipedia.org"
3442,"http://download.kiwix.org/zim/wikipedia_en_all_novid.zim"
3443,"http://download.kiwix.org/zim/wikipedia_en_all_novid.zim.torrent"
3444,"Wikipedia"
3445,"w"
3446,"wikipedia"
3447,"wikipediawikipedia"
3448,"Wikipedia_(en)"
3449,"+6067491"
3450,"logos:English_Wikipedia"
3451,"19939397"
3452,"wikipedia"
3453,"wikipedia"
3454,"wikipedia"
3455,"wikipedia"
3456,"4/5 (Great)"
3457,"https://en.wikipedia.org/w/api.php"
3458,"http://commons.wikimedia.org/wiki/Special:FilePath/Wikipedia%27s%20W.svg"
3459,"+545507"
3460,"NQ 2545 - NQ 2795"
3461,"+73000000"
3462,"4079167-1"
3463,"00570524"
3464,"sh85148273"
3465,"World War II"
3466,"1939-09-01T00:00:00Z"
3467,"1945-09-02T00:00:00Z"
3468,"ph117270"
3469,"/m/081pw"
3470,"0031535"
3471,"1129"
3472,"World War II"
3473,"event/World-War-II"
3474,"11996115g"
3475,"world/secondworldwar"
3476,"subject/world-war-ii-193945"
3477,"139432"
3478,"World-War-II"
3479,"seconda-guerra-mondiale"
3480,"geschiedenis-1900-2000/tweede-wereldoorlog"
3481,"nederland-1900-1945/tweede-wereldoorlog"
3482,"sujet/secondeguerremondiale"
3483,"XX526764"
3484,"andra-varldskriget"
3485,"pcrtIM599oIntc"
3486,"10644634"
3487,"1071"
3488,"00070139n"
3489,"D047789"
3490,"seconde-guerre-mondiale"
3491,"guerre-mondiale-seconde"
3492,"10256"
3493,"2335018"
3494,"andra-v\u00E4rldskriget"
3495,"WW2"
3496,"5646"
3497,"andre_verdenskrig"
3498,"world_war_two"
3499,"15.24"
3500,"http://commons.wikimedia.org/wiki/Special:FilePath/WW2Montage.PNG"
3501,"http://commons.wikimedia.org/wiki/Special:FilePath/WW2%20collage.jpg"
3502,"4015-56025"
3503,"11155.0"
3504,"Zweiter_Weltkrieg"
3505,"CN15"
3506,"world-war-2"
3507,"http://commons.wikimedia.org/wiki/Special:FilePath/World%20War%20II%20Banner.jpg"
3508,"scot/15036"
3509,"000771537"
3510,"UsefulNotes/WorldWarII"
3511,"ikinci-dunya-savasi"
3512,"http://commons.wikimedia.org/wiki/Special:FilePath/Nl-Tweede%20Wereldoorlog-article.ogg"
3513,"133235"
3514,"world-war-ii"
3515,"215"
3516,"6627"
3517,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q13955%20%28ara%29-Zinou2go-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8%20%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9.wav"
3518,"008927"
3519,"13859"
3522,"npwnj"
3523,"world-war-ii"
3524,"3015-471"
3525,"w/WWII"
3526,"1353"
3527,"world-war-ii-2402"
3528,"world-war-ii"
3529,"w/world-war-ii"
3530,"war.055"
3531,"WO025"
3532,"la-seconda-guerra-mondiale"
3533,"seconda-guerra-mondiale"
3534,"137355542"
3535,"Seconde_Guerre_mondiale"
3536,"Segunda_Guerra_Mundial"
3537,"1384"
3538,"Second_World_War"
3539,"Bigarren_Mundu_Gerra"
3540,"Seconda_guerra_mondiale"
3541,"https://history.stackexchange.com/tags/world-war-two"
3542,"1103"
3543,"\u7B2C\u4E8C\u6B21\u4E16\u754C\u5927\u6226"
3544,"military:World_War_II"
3545,"1930s:World_War_II"
3546,"8900"
3547,"druha-svetova-valka"
3548,"2._Verdenskrig"
3549,"7214"
3550,"WorldWarII"
3551,"i42245"
3552,"cz5jl9e9091t"
3553,"2691"
3554,"01314587-n"
3555,"656acf95-f583-4653-b9d0-693e9159fc3e"
3556,"world-war-ii"
3557,"ereig-0074"
3558,"S\\E\\SecondWorldWar"
3559,"nubbi-mailmmisoahti"
3560,"16826"
3561,"19608803"
3562,"Augusto Pinochet"
3563,"http://commons.wikimedia.org/wiki/Special:FilePath/Signature%20of%20Augusto%20Pinochet.svg"
3564,"27871838"
3565,"n79100676"
3566,"0000 0001 0718 2167"
3567,"118996061"
3568,"027485900"
3569,"11951531s"
3570,"00452864"
3571,"1915-11-25T00:00:00Z"
3572,"2006-12-10T00:00:00Z"
3573,"http://commons.wikimedia.org/wiki/Special:FilePath/Pinochet%20de%20Civil.jpg"
3574,"http://commons.wikimedia.org/wiki/Special:FilePath/Augusto%20Pinochet%20-%201995.jpg"
3575,"/m/014d3"
3576,"a10196419"
3577,"XX1022209"
3578,"xx0012919"
3579,"n01203724"
3580,"06901731X"
3581,"83972"
3582,"00000013665"
3583,"000208544"
3584,"nm0684496"
3585,"38125"
3586,"0051033"
3587,"Augusto Pinochet"
3588,"42059"
3589,"100020"
3590,"139602"
3591,"14452"
3592,"41896"
3593,"biography/Augusto-Pinochet"
3594,"194657"
3595,"Augusto-Pinochet"
3596,"w6251nnx"
3597,"Augusto Pinochet"
3598,"Augusto Jos\u00E9 Ram\u00F3n Pinochet Ugarte"
3599,"16980267"
3600,"393/000022327"
3601,"augusto-pinochet"
3602,"3139672"
3603,"augusto-pinochet-ugarte"
3604,"pe/013650"
3605,"90143035"
3606,"Pinochet-1"
3607,"pinochet-ugarte-augusto"
3608,"4048500"
3609,"Augusto_Pinochet_Ugarte"
3610,"jgvxt5c23lbfxhr"
3611,"CE3GP"
3612,"56733277"
3613,"62207"
3614,"10582841"
3615,"79193"
3616,"Augusto_Pinochet"
3617,"personnage/wd/138276"
3618,"augusto-pinochet-ugarte"
3619,"6000000010495443643"
3620,"Augusto_Pinochet"
3621,"417650"
3622,"lccn-n79100676"
3623,"a1132355"
3624,"02-A000130927"
3625,"000007861"
3626,"000279102"
3627,"9810578100505606"
3628,"A11829990"
3629,"000035342"
3630,"1931-01-01T00:00:00Z"
3631,"118996061"
3632,"18-196672"
3633,"pinocheta"
3634,"p=augusto;n=pinochet"
3635,"291202"
3636,"181335"
3637,"http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20Arms%20of%20Augusto%20Pinochet.svg"
3638,"LZR7-7NL"
3639,"37f461dd-e06b-4b73-a217-3d2a71cc735e"
3640,"12379762"
3641,"pinochet"
3642,"augusto-pinochet-24037"
3643,"augusto-pinochet-ugarte"
3644,"1282853"
3645,"2--5365"
3646,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Bahrain.svg"
3647,"BH"
3648,"BHR"
3649,"048"
3650,"Bahrain"
3651,"http://commons.wikimedia.org/wiki/Special:FilePath/Emblem%20of%20Bahrain.svg"
3652,"+973"
3653,"Point(50.551111 26.0675)"
3654,"http://commons.wikimedia.org/wiki/Special:FilePath/Bahrain%20Fort%20banner.jpg"
3655,"http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Bahrain.svg"
3656,"00575522"
3657,"4004268-6"
3658,"https://www.bahrain.bh"
3659,"131340012"
3660,"Regional/Middle_East/Bahrain/"
3661,"BRN"
3662,"65f4f7a6-d3c1-3a6b-a726-85e147d555b7"
3663,"/m/0161c"
3664,"BA"
3665,"290291"
3666,"+1492584"
3667,"b\u0251\u02C8\u027E\u0251\u026An"
3668,"\u0627\u0644\u0628\u062D\u0631\u064A\u0646"
3669,"426"
3670,"Bahraini"
3671,"bahreini"
3672,"bahrainer"
3673,"Bahrainano"
3674,"\u0628\u062D\u0631\u064A\u0646\u064A"
3675,"\u0628\u062D\u0631\u064A\u0646\u064A\u0629"
3676,"\u0628\u062D\u0627\u0631\u0646\u0629"
3677,"\u05D1\u05D7\u05E8\u05D9\u05D9\u05E0\u05D9"
3678,"\u05D1\u05D7\u05E8\u05D9\u05D9\u05E0\u05D9\u05EA"
3679,"\u09AC\u09BE\u09B9\u09B0\u09BE\u0987\u09A8\u09C0"
3680,"bahreinita"
3681,"bahreiniti"
3682,"bahreinite"
3683,"baraini"
3684,"ba\u1E25rein\u00ED"
3685,"ba\u1E25reinina"
3686,"Bahre\u00EFnienne"
3687,"Bahre\u00EFnien"
3688,"1971-08-14T00:00:00Z"
3689,"+4"
3690,"place/Bahrain"
3691,"+230"
3692,"0006745"
3693,"Point(50.65 26.3)"
3694,"destination/bahrain"
3695,"+785.08"
3696,"+21"
3697,"n79118921"
3698,"+0.824"
3699,"Bahrain"
3700,"99249"
3701,"378734"
3702,"0000 0004 0402 3058"
3703,"0000 0001 2108 4192"
3704,"144878"
3705,"pays/bahrein"
3706,"\U0001F1E7\U0001F1ED"
3707,"Point(50.75820386 25.57984018)"
3708,"Point(50.82483664 25.73997823)"
3709,"Point(50.33137355 26.18209739)"
3710,"concept815"
3711,"+24633"
3712,"7016770"
3713,"17618-0"
3714,"109217"
3715,"10046225"
3716,"BRN"
3717,"pcrts0d2hpLGr6"
3718,"475"
3719,"D001445"
3720,"00007967n"
3721,"+7114"
3722,"bahrein"
3723,"4066793"
3724,"+2.056"
3725,"408"
3726,"bahrain"
3727,"bahrain"
3728,"http://commons.wikimedia.org/data/main/Data:Bahrain.map"
3729,"294899987"
3730,"2.16.48"
3731,"6011"
3732,"fc1d17e0-5d4a-4003-8f6e-32ea9cf7bb2e"
3733,"2154"
3734,"15535"
3735,"1206601"
3736,"35739310"
3737,"000977030"
3738,"140230"
3739,"11880331f"
3740,"15284432j"
3741,"11939913g"
3742,"027334902"
3743,"02-A000015355"
3744,"XX453566"
3745,"Bahrain"
3746,"+76.9"
3747,"ge124250"
3748,"ubh"
3749,"BHR"
3750,"BH"
3751,"\U0001F1E7\U0001F1ED"
3752,"Bahrain"
3753,"1245"
3754,"countries/ba"
3755,"bahrain-all"
3756,"+95"
3757,"+5.9"
3758,"+5.9"
3759,"+5.2"
3760,"+7.0"
3761,"+6.7"
3762,"85632167"
3763,"77712"
3764,"bahrein"
3765,"bahrain"
3766,"20007160"
3767,"41305"
3768,"8336"
3769,"282743"
3770,"608"
3771,"lPPMYy"
3772,"15432"
3773,"Bahre\u00EFn"
3774,"Bahr\u00E9in"
3775,"+5"
3776,"http://commons.wikimedia.org/wiki/Special:FilePath/Lb-Bahrain.ogg"
3777,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q7913%20%28ron%29-KlaudiuMihaila-Bahrain.wav"
3778,"4572"
3779,"pays/wd/107178"
3780,"lccn-n79118921"
3781,"Ours. Yours. Bahrain"
3782,"Royaume de Bahre\u00EFn"
3783,"bahreyn"
3784,"Bahrain"
3785,"+6.21"
3786,"+6.01"
3787,"+6.05"
3788,"+5.89"
3789,"+5.34"
3790,"+4.96"
3791,"+4.62"
3792,"+4.63"
3793,"+4.86"
3794,"+4.66"
3795,"+4.36"
3796,"+4.18"
3797,"+3.94"
3798,"+3.86"
3799,"+3.52"
3800,"+3.24"
3801,"24252"
3802,"Bahrain"
3803,"i83322"
3804,"bahrain"
3805,"BHR"
3806,"sq465h4b3hn904z"
3807,"Bahrein"
3808,"8504"
3809,"bahrain"
3810,"08867086-n"
3811,"10284"
3812,"191937"
3813,"T115-287"
3814,"4112608-7"
3815,"Astrobiology"
3816,"00574085"
3817,"/m/0116z"
3818,"0107460"
3819,"575"
3820,"576.839"
3821,"science/astrobiology"
3822,"Astrobiology"
3823,"54200"
3824,"concept1582"
3825,"482"
3826,"74"
3827,"4024457"
3828,"44521"
3829,"35321"
3830,"D018559"
3831,"sh90004216"
3832,"astrobiology"
3833,"020101"
